index,NAIC Code ,Company Name ,Calendar Year ,Net Premiums Written
3714,10847,Cumis Ins Society Inc,2012,14588845
3715,21164,Dairyland Ins Co,2012,2341188
3716,16705,Dealers Assur Co,2012,3894239
3717,37184,Deerfield Ins Co,2012,0
3718,12718,Developers Surety & Ind Co,2012,552201
3719,42048,Diamond State Ins Co,2012,4215241
3720,36463,Discover Prop & Cas Ins Co,2012,4222579
3721,13692,Donegal Mut Ins Co,2012,0
3722,12502,Dongbu Ins Co Ltd,2012,28045540
3723,10645,Drivers Ins Co,2012,3411510
3724,13919,Dryden Mut Ins Co,2012,48133556
3725,13019,Eastern Advantage Assur Co,2012,43354
3726,10724,Eastern Alliance Ins Co,2012,105981
3727,43320,Eastern Mut Ins Co,2012,7266648
3728,14702,Eastguard Ins Co,2012,1831373
3729,22926,Economy Fire & Cas Co,2012,0
3730,40649,Economy Premier Assur Co,2012,35029691
3731,21261,Electric Ins Co,2012,35869785
3732,25186,Emc Prop & Cas Ins Co,2012,0
3733,21407,Emcasco Ins Co,2012,0
3734,14051,Empire Bonding & Ins Co,2012,460833
3735,21326,Empire Fire & Marine Ins Co,2012,20356639
3736,21350,Empire Ins Co,2012,219
3737,11512,Employers Compensation Ins Co,2012,0
3738,20648,Employers Fire Ins Co,2012,5288255
3739,21458,Employers Ins  of Wausau,2012,14759181
3740,21415,Employers Mut Cas Co,2012,302817
3741,10346,Employers Preferred Ins Co,2012,0
3742,11252,Encompass Home & Auto Ins Co,2012,29192943
3743,15130,Encompass Ind Co,2012,28645750
3744,11251,Encompass Independent Ins Co,2012,268435
3745,10071,Encompass Ins Co Of Amer,2012,37827704
3746,10072,Encompass Prop & Cas Co,2012,10948219
3747,10641,Endurance Amer Ins Co,2012,21384286
3748,11551,Endurance Reins Corp of Amer,2012,69395
3749,10374,Erie & Niagra Ins Assoc,2012,56828926
3750,26263,Erie Ins Co,2012,214528479
3751,16233,Erie Ins Co Of NY,2012,7912264
3752,26830,Erie Ins Prop & Cas Co,2012,10296667
3753,13634,Essent Guar Inc,2012,2324474
3754,37915,Essentia Ins Co,2012,14520773
3755,25712,Esurance Ins Co,2012,33895383
3756,30210,Esurance Prop & Cas Ins Co,2012,3072817
3757,20516,Euler Hermes N Amer Ins Co,2012,23705500
3758,11037,Eveready Ins Co,2012,18974316
3759,10120,Everest Natl Ins Co,2012,34688930
3760,26921,Everest Reins Co,2012,5422595
3761,12750,Evergreen Natl Ind Co,2012,2610464
3762,24961,Everspan Fin Guar Corp,2012,0
3763,39675,Excalibur Reins Corp,2012,0
3764,11045,Excelsior Ins Co,2012,59997841
3765,25917,Executive Ins Co,2012,0
3766,35181,Executive Risk Ind Inc,2012,26179045
3767,21482,Factory Mut Ins Co,2012,109265971
3768,35157,Fair Amer Ins & Reins Co,2012,0
3769,18864,Fairmont Ins Co,2012,0
3770,24384,Fairmont Specialty Ins Co,2012,0
3771,35211,Falls Lake Gen Ins Co,2012,0
3772,31925,Falls Lake Natl Ins Co,2012,0
3773,13803,Farm Family Cas Ins Co,2012,147037771
3774,11061,Farmers Fire Ins Co,2012,0
3775,21652,Farmers Ins Exch,2012,32537
3776,10806,Farmers New Century Ins Co,2012,21816941
3777,41483,Farmington Cas Co,2012,111879458
3778,13608,FDM Preferred Ins Co Inc,2012,6402512
3779,20281,Federal Ins Co,2012,616123184
3780,13935,Federated Mut Ins Co,2012,15099904
3781,11118,Federated Rural Electric Ins Exch,2012,241521
3782,28304,Federated Serv Ins Co,2012,1806419
3783,39306,Fidelity & Deposit Co Of MD,2012,44620859
3784,35386,Fidelity & Guar Ins Co,2012,457714
3785,25879,Fidelity & Guar Ins Underwriters Inc,2012,1973561
3786,88625,Fiduciary Ins Co Of Amer,2012,48598375
3787,35009,Financial Cas & Surety Inc,2012,31376
3788,12815,Financial Guar Ins Co,2012,37267405
3789,43842,Finger Lakes Fire & Cas Ins Co,2012,10130357
3790,39136,Finial Reins Co,2012,0
3791,13610,Fire Districts Ins Co Inc,2012,5317056
3792,37400,Fire Districts Of NY Mut Ins Co Inc,2012,8543888
3793,21873,Firemans Fund Ins Co,2012,129657405
3794,21784,Firemens Ins Co Of Washington DC,2012,1235298
3795,37710,First Amer Prop & Cas Ins Co,2012,90988
3796,34525,First Amer Specilaty Ins Co,2012,371151
3797,29980,First Colonial Ins Co,2012,454993
3798,11177,First Fin Ins Co,2012,477
3799,33588,First Liberty Ins Corp,2012,162770788
3800,24724,First Natl Ins Co Of Amer,2012,3176308
3801,35585,Flagship City Ins Co,2012,2171310
3802,33278,Florists Ins Co,2012,0
3803,13978,Florists Mut Ins Co,2012,5896201
3804,11185,Foremost Ins Co Grand Rapids MI,2012,51030254
3805,11800,Foremost Prop & Cas Ins Co,2012,3019889
3806,41513,Foremost Signature Ins Co,2012,3422685
3807,10801,Fortress Ins Co,2012,3856344
3808,13986,Frankenmuth Mut Ins Co,2012,0
3809,22209,Freedom Specialty Ins Co,2012,16694384
3810,26760,Fulmont Mut Ins Co,2012,5904560
3811,21253,Garrison Prop & Cas Ins Co,2012,34031009
3812,28339,Gateway Ins Co,2012,1115049
3813,41491,Geico Cas Co,2012,1739825
3814,35882,Geico Gen Ins Co,2012,1668874366
3815,22055,Geico Ind Co,2012,745686372
3816,24414,General Cas Co Of WI,2012,21298118
3817,30007,General Fidelity Ins Co,2012,-13492
3818,24732,General Ins Co Of Amer,2012,12761864
3819,22039,General Reins Corp,2012,1202927
3820,20559,General Security Ind Co of AZ,2012,3183765
3821,39322,General Security Natl Ins Co,2012,1275
3822,11967,General Star Natl Ins Co,2012,4749405
3823,11231,Generali Us Branch,2012,928646
3824,10364,Genesee Patrons Coop Ins Co,2012,4730834
3825,38962,Genesis Ins Co,2012,1487158
3826,37095,Genworth Financial Assur Corp,2012,0
3827,38458,Genworth Mortgage Ins Corp,2012,3961834
3828,16675,Genworth Mortgage Ins Corp Of NC,2012,0
3829,11049,Genworth Mortgage Reins Corp,2012,0
3830,29823,Genworth Residential Mortgage Ins Co,2012,36840861
3831,11092,Global Liberty Ins Co of NY,2012,28901665
3832,21032,Global Reins Corp Of Amer,2012,0
3833,10709,Goldstreet Ins Co,2012,0
3834,25569,Gotham Ins Co,2012,287690
3835,22063,Government Employees Ins Co,2012,571804876
3836,23809,Granite State Ins Co,2012,20245800
3837,25984,Graphic Arts Mut Ins Co,2012,81086015
3838,36307,Gray Ins Co,2012,16644
3839,26832,Great Amer Alliance Ins Co,2012,15140196
3840,26344,Great Amer Assur Co,2012,22340070
3841,10646,Great Amer Contemporary Ins Co,2012,0
3842,16691,Great Amer Ins Co,2012,53771696
3843,22136,Great Amer Ins Co of NY,2012,52876671
3844,31135,Great Amer Security Ins Co,2012,94403
3845,33723,Great Amer Spirit Ins Co,2012,6515
3846,25224,Great Divide Ins Co,2012,40499855
3847,20303,Great Northern Ins Co,2012,391043865
3848,11371,Great West Cas Co,2012,644188
3849,22187,Greater NY Mut Ins Co,2012,84964347
3850,20680,Green Mountain Ins Co Inc,2012,0
3851,42269,Greenpath Ins Co,2012,0
3852,22322,Greenwich Ins Co,2012,37766034
3853,36650,Guarantee Co Of N Amer USA,2012,1505148
3854,11398,Guarantee Ins Co,2012,15584187
3855,42803,Guideone Elite Ins Co,2012,760151
3856,15032,Guideone Mut Ins Co,2012,7502332
3857,14559,Guideone Specialty Mut Ins Co,2012,5357589
3858,28630,Guilderland Reins Co,2012,0
3859,42811,Gulf Underwriters Ins Co,2012,0
3860,34037,Hallmark Ins Co,2012,441789
3861,26611,Hamilton Ins Co,2012,-18992
3862,22292,Hanover Ins Co,2012,99914623
3863,31224,Hanys Member Hosp Self Ins Trust,2012,0
3864,26433,Harco Natl Ins Co,2012,4032293
3865,23582,Harleysville Ins Co,2012,25263283
3866,10674,Harleysville Ins Co of NY,2012,118503237
3867,35696,Harleysville Preferred Ins Co,2012,53711069
3868,26182,Harleysville Worcester Ins Co,2012,107230163
3869,22357,Hartford Accident & Ind Co,2012,56846924
3870,29424,Hartford Cas Ins Co,2012,149420522
3871,19682,Hartford Fire In Co,2012,192155617
3872,38288,Hartford Ins Co Of IL,2012,56327360
3873,37478,Hartford Ins Co Of The Midwest,2012,125414278
3874,11452,Hartford Steam Boil Inspec & Ins Co,2012,4518933
3875,29890,Hartford Steam Boil Inspec Ins Co CT,2012,2228
3876,30104,Hartford Underwriters Ins Co,2012,89891966
3877,41343,HDI Gerling Amer Ins Co,2012,13479315
3878,12519,Healthcare Professional Ins Co Inc,2012,22663335
3879,24309,Hereford Ins Co,2012,94474260
3880,32077,Heritage Cas Ins Co,2012,0
3881,39527,Heritage Ind Co,2012,3464819
3882,18376,Hermitage Ins Co,2012,41011705
3883,10200,Hiscox Ins Co Inc,2012,8789716
3884,14206,Holyoke Mut Ins Co In Salem,2012,132569
3885,34452,Homeland Ins Co of NY,2012,268158
3886,10986,Homesite Ins Co Of NY,2012,34483938
3887,22578,Horace Mann Ins Co,2012,11976
3888,22756,Horace Mann Prop & Cas Ins Co,2012,0
3889,30317,Hospitals Ins Co Inc,2012,224078117
3890,10069,Housing Authority Prop A Mut Co,2012,1892083
3891,11206,Housing Enterprise Ins Co Inc,2012,202802
3892,25054,Hudson Ins Co,2012,15825428
3893,37079,Hudson Specialty Ins Co,2012,2471159
3894,10048,Hyundai Marine & Fire Ins Co Ltd,2012,1094274
3895,29068,IDS Prop Cas Ins Co,2012,21733521
3896,32808,Illinois Emcasco Ins Co,2012,0
3897,23817,Illinois Natl Ins Co,2012,283530177
3898,35408,Imperium Ins Co,2012,4078885
3899,43575,Indemnity Ins Co Of North Amer,2012,67245167
3900,26581,Independence Amer Ins Co,2012,31884
3901,14265,Indiana Lumbermens Mut Ins Co,2012,1444142
3902,39497,Infinity Assur Ins Co,2012,0
3903,11738,Infinity Auto Ins Co,2012,611067
3904,21792,Infinity Cas Ins Co,2012,0
3905,22268,Infinity Ins Co,2012,972487
3906,38873,Infinity Security Ins Co,2012,0
3907,20260,Infinity Select Ins Co,2012,0
3908,12599,Infinity Standard Ins Co,2012,-17795
3909,22195,Insurance Co Of Greater NY,2012,21924743
3910,22713,Insurance Co of N Amer,2012,2903099
3911,19429,Insurance Co Of The State Of PA,2012,71173018
3912,27847,Insurance Co Of The West,2012,138286
3913,27930,Integon Cas Ins Co,2012,-3432
3914,29742,Integon Natl Ins Co,2012,7403575
3915,31488,Integon Preferred Ins Co,2012,1333069
3916,14311,Interboro Ins Co,2012,50617652
3917,11592,International Fidelity Ins Co,2012,9789599
3918,10749,Intrepid Ins Co,2012,0
3919,23647,Ironshore Ind Inc,2012,41241358
3920,11630,Jefferson Ins Co,2012,0
3921,14354,Jewelers Mut Ins Co,2012,16831316
3922,39004,Kemper Financial Ind Co,2012,2889421
3923,10914,Kemper Independence Ins Co,2012,105877048
3924,10088,Kensington Ins Co,2012,9367213
3925,13668,Kingstone Ins Co,2012,49243271
3926,38148,Lancer Ind Co,2012,5363860
3927,26077,Lancer Ins Co,2012,41292903
3928,37800,Leading Ins Grp Ins Co Ltd,2012,53376945
3929,10380,Leatherstocking Coop Ins  Co,2012,8011750
3930,37940,Lexington Natl Ins Corp,2012,123233
3931,42404,Liberty Ins Corp,2012,232197119
3932,19917,Liberty Ins Underwriters Inc,2012,116987176
3933,23035,Liberty Mut Fire Ins Co,2012,755997245
3934,23043,Liberty Mut Ins Co,2012,362638366
3935,33855,Lincoln Gen Ins Co,2012,32052
3936,10748,Livingston Mut Ins Co,2012,5268346
3937,36447,LM Gen Ins Co,2012,35612039
3938,33600,LM Ins Corp,2012,62221561
3939,32352,LM Prop & Cas Ins Co,2012,0
3940,23108,Lumbermens Underwriting Alliance,2012,2393006
3941,30449,Madison Mut Ins Co,2012,3815793
3942,11054,Maiden Reins N Amer Inc,2012,0
3943,34479,Maidstone Ins Co,2012,3260363
3944,29939,Main St Amer Assur Co,2012,109003208
3945,11149,Maine Employers Mut Ins Co,2012,971161
3946,36897,Manufacturers Alliance Ins Co,2012,8311288
3947,23876,Mapfre Ins Co,2012,0
3948,25275,Mapfre Ins Co of NY,2012,47368159
3949,28932,Markel Amer Ins Co,2012,6941726
3950,38970,Markel Ins Co,2012,23603807
3951,19356,Maryland Cas Co,2012,14538659
3952,22306,Massachusetts Bay Ins Co,2012,62758402
3953,10784,Maxum Cas Ins Co,2012,0
3954,36030,Maya Assur Co,2012,18028656
3955,12041,MBIA Ins Corp,2012,131293038
3956,34231,Medical Liab Mut Ins Co,2012,562214004
3957,11843,Medical Protective Co,2012,0
3958,22241,Medmarc Cas Ins Co,2012,200998
3959,14164,Memic Cas Co,2012,0
3960,11030,Memic Ind Co,2012,21620936
3961,22454,Mendakota Ins Co,2012,0
3962,33650,Mendota Ins Co,2012,0
3963,31968,Merastar Ins Co,2012,529791
3964,14478,Mercer Ins Co,2012,136005
3965,43540,Mercer Ins Co Of NJ Inc,2012,24529
3966,14494,Merchants Bonding Co a Mut,2012,1138252
3967,23329,Merchants Mut Ins Co,2012,94834148
3968,12901,Merchants Preferred Ins Co,2012,54736052
3969,11908,Mercury Cas Co,2012,56909486
3970,23353,Meridian Security Ins Co,2012,0
3971,24821,Meritplan Ins Co,2012,17972485
3972,19798,Merrimack Mut Fire Ins Co,2012,46394065
3973,40169,Metropolitan Cas Ins Co,2012,118189596
3974,25321,Metropolitan Drt Prop & Cas Ins Co,2012,0
3975,39950,Metropolitan Gen Ins Co,2012,695467
3976,34339,Metropolitan Grp Prop & Cas Ins Co,2012,85925063
3977,26298,Metropolitan Prop & Cas Ins Co,2012,131624450
3978,22594,MGIC Assur Corp Gen Account,2012,0
3979,10682,MGIC Credit Assur Corp,2012,155
3980,18740,MGIC Ind Corp,2012,374729
3981,10666,MGIC Mortgage Reins Corp,2012,0
3982,16470,MGIC Reins Corp,2012,0
3983,10252,MGIC Residential Reins Corp,2012,0
3984,38660,MIC Gen Ins Corp,2012,0
3985,38601,MIC Prop & Cas Ins Corp,2012,102005
3986,14508,Michigan Millers Mut Ins Co,2012,6459972
3987,21687,Mid Century Ins Co,2012,80573
3988,35866,Mid Hudson Co Operative Ins Co,2012,7248882
3989,23434,Middlesex Ins Co,2012,18090
3990,14532,Middlesex Mut Assur Co,2012,14180013
3991,26835,Midrox Ins Co,2012,4251706
3992,26818,Midstate Mut Ins Co,2012,14125099
3993,20451,Midstates Reins Corp,2012,0
3994,27138,Midvale Ind Co,2012,11092
3995,23612,Midwest Employers Cas Co,2012,3602211
3996,23515,Midwestern Ind Co,2012,0
3997,10811,Millville Ins Co of NY,2012,25729
3998,42234,Minnesota Lawyers Mut Ins Co,2012,0
3999,20362,Mitsui Sumitomo Ins Co of Amer,2012,25896447
4000,22551,Mitsui Sumitomo Ins USA Inc,2012,4812752
4001,15997,MMG Ins Co,2012,0
4002,29858,Mortgage Guar Ins Corp,2012,42174127
4003,16187,Mosaic Ins Co,2012,0
4004,13331,Motorists Commercial Mut Ins Co,2012,32380
4005,22012,Motors Ins Corp,2012,2058924
4006,26522,Mount Vernon Fire Ins Co,2012,312130
4007,10205,Mountain Valley Ind Co,2012,-283836
4008,10227,Munich Reins Amer Inc,2012,0
4009,13559,Municipal Assur Cor,2012,0
4010,43001,Narragansett Bay Ins Co,2012,73741304
4011,23663,National Amer Ins Co,2012,47125
4012,11991,National Cas Co,2012,63572512
4013,10243,National Continental Ins Co,2012,80245066
4014,16217,National Farmers Union Prop & Cas,2012,0
4015,15679,National Fire & Ind Exch,2012,441624
4016,20478,National Fire Ins Co Of Hartford,2012,47563924
4017,42447,National Gen Assur Co,2012,7695381
4018,23728,National Gen Ins Co,2012,3908195
4019,11044,National General Ins Online Inc,2012,0
4020,32620,National Interstate Ins Co,2012,25578500
4021,20052,National Liab & Fire Ins Co,2012,60814307
4022,13695,National Mortgage Ins Corp,2012,0
4023,23825,National Public Finance Guar Corp,2012,923
4024,22608,National Specialty Ins Co,2012,33026804
4025,21881,National Surety Corp,2012,33313887
4026,19445,National Union Fire Ins Co Of Pitts,2012,584045492
4027,26093,Nationwide Affinity Co of Amer,2012,61624484
4028,28223,Nationwide Agribusiness Ins Co,2012,5471373
4029,10723,Nationwide Assur Co,2012,2642513
4030,23760,Nationwide Gen Ins Co,2012,25861200
4031,25453,Nationwide Ins Co Of Amer,2012,99808730
4032,23779,Nationwide Mut Fire Ins Co,2012,112394793
4033,23787,Nationwide Mut Ins Co,2012,127249744
4034,37877,Nationwide Prop & Cas Ins Co,2012,60193385
4035,42307,Navigators Ins Co,2012,59905138
4036,36056,Navigators Specialty Ins Co,2012,0
4037,15865,NCMIC Ins Co,2012,4127418
4038,24171,Netherlands Ins Co The,2012,48718412
4039,25852,New England Guar Ins Co Inc,2012,0
4040,21830,New England Ins Co,2012,0
4041,23841,New Hampshire Ins Co,2012,273568706
4042,12122,New Jersey Manufacturers Ins Co,2012,12447650
4043,12130,New South Ins Co,2012,161502439
4044,14834,New York Central Mut Fire Ins Co,2012,437508826
4045,16608,New York Marine & Gen Ins Co,2012,50066688
4046,20690,New York Municipal Ins Recip,2012,44647947
4047,34843,New York Schools Ins Recip,2012,83928395
4048,10762,New York Transportation Ins Corp,2012,0
4049,24848,Newport Ins Co,2012,0
4050,14788,NGM Ins Co,2012,84869164
4051,23965,Norfolk & Dedham Mut Fire Ins Co,2012,174001
4052,31470,Norguard Ins Co,2012,42057335
4053,29700,North Amer Elite Ins Co,2012,1036576
4054,29874,North Amer Specialty Ins Co,2012,18954850
4055,43869,North Country Ins Co,2012,8364411
4056,24007,North East Ins Co,2012,4348544
4057,27740,North Pointe Ins Co,2012,1155232
4058,21105,North River Ins Co,2012,16725529
4059,19372,Northern Ins Co Of NY,2012,4792722
4060,25992,Northern Security Ins Co Inc,2012,2763840
4061,24031,Northland Cas Co,2012,0
4062,24015,Northland Ins Co,2012,7045710
4063,23914,Northwestern Natl Ins Co Milwaukee,2012,0
4064,42552,Nova Cas Co,2012,25985943
4065,34630,Oak River Ins Co,2012,1425387
4066,23248,Occidental Fire & Cas Co Of NC,2012,34807481
4067,12360,Ocean Harbor Cas Ins Co,2012,10144317
4068,35602,Ohic Ins Co,2012,0
4069,24074,Ohio Cas Ins Co,2012,12558785
4070,24104,Ohio Farmers Ins Co,2012,134010
4071,26565,Ohio Ind Co,2012,7783620
4072,24082,Ohio Security Ins Co,2012,987722
4073,40231,Old Dominion Ins Co,2012,35997955
4074,24139,Old Republic Gen Ins Corp,2012,19529112
4075,24147,Old Republic Ins Co,2012,78401715
4076,35424,Old Republic Security Assur Co,2012,0
4077,37060,Old United Cas Co,2012,644196
4078,12254,Omaha Ind Co,2012,0
4079,20621,OneBeacon Amer Ins Co,2012,22860009
4080,15385,OneCIS Ins Co,2012,0
4081,22870,Ontario Ins Co,2012,4416995
4082,30175,Oriska Ins Co,2012,25136348
4083,43850,Oswego Cnty Mut Ins Co,2012,6111574
4084,30350,Otsego Co Patrons Coop Fire Relief,2012,1624092
4085,14915,Otsego Mut Fire Ins Co,2012,17034057
4086,22748,Pacific Employers Ins Co,2012,1563450
4087,20346,Pacific Ind Co,2012,203400563
4088,37850,Pacific Specialty Ins Co,2012,234234
4089,10222,PACO Assur Co Inc,2012,480055
4090,13049,Park Ins Co,2012,18588523
4091,38636,Partner Reins Co Of The US,2012,0
4092,11835,PartnerRe Amer Ins Co,2012,0
4093,10006,Partnerre Ins Co Of NY,2012,0
4094,23442,Patriot Gen Ins Co,2012,505638
4095,14931,Pawtucket Ins Co,2012,0
4096,25755,Peachtree Cas Ins Co,2012,0
4097,18333,Peerless Ind Ins Co,2012,11643175
4098,24198,Peerless Ins Co,2012,183676559
4099,32859,Penn Amer Ins Co,2012,440488
4100,14982,Penn Millers Ins Co,2012,1702215
4101,21962,Pennsylvania Ins Co,2012,3100
4102,14974,Pennsylvania Lumbermens Mut Ins,2012,22292208
4103,12262,Pennsylvania Manufacturers Assoc Ins,2012,36852887
4104,41424,Pennsylvania Manufacturers Ind Co,2012,41237077
4105,14990,Pennsylvania Natl Mut Cas Ins Co,2012,986615
4106,37648,Permanent Gen Assur Corp,2012,5625876
4107,12297,Petroleum Cas Co,2012,1440256
4108,13714,Pharmacists Mut Ins Co,2012,5298
4109,18058,Philadelphia Ind Ins Co,2012,316426067
4110,12319,Philadelphia Reins Corp,2012,0
4111,25623,Phoenix Ins Co,2012,113559023
4112,41467,Physicians Recip Insurers,2012,373292370
4113,26794,Plans Liab Ins Co,2012,0
4114,10357,Platinum Underwriters Reins Inc,2012,0
4115,18619,Platte River Ins Co,2012,2998620
4116,10287,PMI Ins Co,2012,5465576
4117,27251,PMI Mortgage Ins Co,2012,13573294
4118,14460,Podiatry Ins Co Of Amer,2012,10544634
4119,37257,Praetorian Ins Co,2012,45284851
4120,15024,Preferred Mut Ins Co,2012,148723830
4121,36234,Preferred Professional Ins Co,2012,2034439
4122,15586,Preserver Ins Co,2012,4340714
4123,42226,Princeton Ins Co,2012,0
4124,12873,Privilege Underwriters Recp Exch,2012,34438606
4125,21903,Procentury Ins Co,2012,3356127
4126,11127,Professional Solutions Ins Co,2012,94609
4127,25585,Professionals Direct Ins Co,2012,18086
4128,11851,Progressive Advanced Ins Co,2012,93949634
4129,24260,Progressive Cas Ins Co,2012,190844055
4130,16322,Progressive Direct Ins Co,2012,50273430
4131,24279,Progressive Max Ins Co,2012,50120702
4132,38628,Progressive Northern Ins Co,2012,106560805
4133,42919,Progressive Northwestern Ins Co,2012,42244111
4134,37834,Progressive Preferred Ins Co,2012,31708498
4135,32786,Progressive Specialty Ins Co,2012,142387617
4136,34690,Property & Cas Ins Co Of Hartford,2012,57977757
4137,10638,Proselect Ins Co,2012,0
4138,12416,Protective Ins Co,2012,10648673
4139,15040,Providence Mut Fire Ins Co,2012,5028198
4140,24295,Providence Washington Ins Co,2012,0
4141,29807,PXRE Reins Co,2012,0
4142,39217,QBE Ins Corp,2012,95161991
4143,10219,QBE Reins Corp,2012,0
4144,23752,Quanta Ind Co,2012,0
4145,15067,Quincy Mut Fire Ins Co,2012,10831131
4146,22705,R&Q Reins Co,2012,0
4147,36250,Radian Asset Assur Inc,2012,25424561
4148,33790,Radian Guar Inc,2012,32829372
4149,30872,Radian Mortgage Assur Inc,2012,0
4150,38512,Rampart Ins Co,2012,0
4151,18538,Red Rock Ins Co,2012,128986
4152,24449,Regent Ins Co,2012,7287175
4153,12475,Republic Franklin Ins Co,2012,59420231
4154,31275,Republic Mortgage Ins Of NC,2012,9603502
